search_name,uuid,occurrenceid,catalognumber,family,genus,scientificname,country,stateprovince,geopoint.lon,geopoint.lat,datecollected,collector,recordset,year
Emilia fosbergii Nicolson,6b0bd806-1149-4446-a84e-22397d9d2b7f,urn:catalog:jbrj:rb:1233223,rb01233223,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"vianna,m.c.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,6b1c564a-8ec7-4b78-847b-b4fa36aaa416,urn:catalog:mo:tropicos:101830247,101830247,asteraceae,emilia,emilia fosbergii nicolson,paraguay,amambay,-56.0069444,-22.6886111,1999-11-11,elsa m. zardini|pedro báez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1999
Emilia fosbergii Nicolson,6b49ca7f-e56e-4f9b-abd4-d7fb6f3351d8,urn:catalog:jbrj:rb:1233225,rb01233225,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"carauta,c.a.r",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,6d229a8e-7286-4866-9910-85ddf39b1aab,urn:catalog:jbrj:rb:400702,rb00400702,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,h.s.irwin; r.m.harley e e.onishi,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,6ec0fdad-eb6a-49ce-bdac-752c99e4534d,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02537976,p02537976,asteraceae,emilia,emilia fosbergii nicolson,brasil,goiás,NA,NA,NA,"philcox, d.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Emilia fosbergii Nicolson,70325d32-7208-4a16-88d9-e966e3068dfa,urn:catalog:jbrj:rb:1465676,rb01465676,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-43.0822223,-22.9866666,NA,"d.n.s. machado; j.a.l. pontes, r.f. rocha e d. lopes.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,70c05fa9-aba9-4ce8-a824-f66ff116976d,urn:catalog:jbrj:rb:1233228,rb01233228,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"angeli, c.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,70c17502-3ef8-41bf-b94d-39d4deb81d9e,urn:catalog:jbrj:rb:400020,rb00400020,asteraceae,emilia,emilia fosbergii nicolson,brasil,goiás,NA,NA,NA,"h.s.irwin; e.onishi, s.f.da fonseca, r. souza, r. reis dos santos",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,72442584-ae46-4958-b2eb-8699f7193741,urn:catalog:jbrj:rb:399958,rb00399958,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,v.s.fonseca,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,73f614e3-661b-4fdf-9b00-2101fe3e842b,urn:catalog:jbrj:rb:1212715,rb01212715,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,-47.6,-22.6166667,NA,k.d. barreto; g.d. fernandes; f.x. vitti,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,76e848d9-8e74-44be-9863-633c3af58f86,urn:catalog:jbrj:rb:1113305,rb01113305,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-43.0480555,-22.9772223,NA,d.n.s. machado; b.a. gomes; t.s. mendes,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,791783d4-8f29-4f8b-b2ba-9d2fbc4d4174,urn:catalog:jbrj:rb:400560,rb00400560,asteraceae,emilia,emilia fosbergii nicolson,brasil,amazonas,NA,NA,NA,pessoal do c.p.f.,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,79aa18aa-f6e4-418c-86f4-c088fe6f21dd,urn:catalog:jbrj:rb:399905,rb00399905,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,angela maria s.f.vaz,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,79eaa28c-c11b-40ee-86a5-2b1e0150ebf1,urn:catalog:jbrj:rb:1408388,rb01408388,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,-48.9494444,-24.5702778,NA,j.m. silva; m.l. brotto,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,7e59b51f-e792-406c-bf2f-bf033a4f8bcc,urn:catalog:jbrj:rb:1418242,rb01418242,asteraceae,emilia,emilia fosbergii nicolson,brasil,piauí,-45.6797223,-7.9197223,NA,d.s. araújo,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,7f8f8ce5-6051-452a-9b2a-0748cdbc3479,urn:catalog:jbrj:rb:1232168,rb01232168,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"carauta,c.a.r",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,80b76eb1-de87-4d48-bcaf-ab42be52272b,urn:catalog:mo:tropicos:2251390,2251390,asteraceae,emilia,emilia fosbergii nicolson,argentina,misiones,-54.45,-25.68333,1991-08-08,ricardo o. vanni|m. silvia ferrucci|m. gabriela lópez|s. chiquizola,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Emilia fosbergii Nicolson,83567c22-8c8f-430a-a686-f6e740c53d90,urn:catalog:jbrj:rb:603021,rb00603021,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,turma de curso de herbário,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,83a83572-d6ea-4490-bc8d-8c6058ec2026,urn:catalog:jbrj:rb:400567,rb00400567,asteraceae,emilia,emilia fosbergii nicolson,brasil,distrito federal,NA,NA,NA,d.sucre,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,8efac934-5018-4773-8a8d-b9269b705d1b,urn:catalog:jbrj:rb:1125430,rb01125430,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,-43.75,-21.2166667,NA,d.r.gonzaga,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,9107711b-8e23-43f3-bb96-f57d8d7ea49e,urn:catalog:jbrj:rb:1189128,rb01189128,asteraceae,emilia,emilia fosbergii nicolson,brasil,ceará,-39.0805556,-7.2241667,NA,l.b. pimentel,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,928b49a6-9880-4250-a771-4daa512e48c3,urn:catalog:jbrj:rb:399912,rb00399912,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,edmundo pereira,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,92b7aa35-f15f-4bc1-8982-1243ed40d7f0,urn:catalog:mo:tropicos:101583675,101583675,asteraceae,emilia,emilia fosbergii nicolson,paraguay,central,-57.51666,-25.61666,1991-06-27,elsa m. zardini|ru. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Emilia fosbergii Nicolson,92d2f6e6-f263-4252-a2f5-b1640d58a8cb,urn:catalog:inpa:herbarium:105268,193981,asteraceae,emilia,emilia fosbergii nicolson,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,930fd0ae-969e-4e4e-8cc0-e4994de2c1c1,urn:catalog:mo:tropicos:101582056,101582056,asteraceae,emilia,emilia fosbergii nicolson,paraguay,central,-57.5,-25.5,1991-06-18,elsa m. zardini|r. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Emilia fosbergii Nicolson,958ef431-00cc-4f2d-b8b8-f126fc3459ca,urn:catalog:jbrj:rb:400545,rb00400545,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,v.s.fonseca; c.farney,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,96453e86-693b-48a1-9029-c43ed9d6130a,urn:catalog:mo:tropicos:101577526,101577526,asteraceae,emilia,emilia fosbergii nicolson,paraguay,central,-57.5,-25.5,1990-08-03,elsa m. zardini|m. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1990
Emilia fosbergii Nicolson,96941b33-b91e-48c7-a91b-5c8182c9ffe5,urn:catalog:mo:tropicos:101581703,101581703,asteraceae,emilia,emilia fosbergii nicolson,paraguay,central,-57.5,-25.5,1992-05-18,elsa m. zardini|leongino guerrero,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Emilia fosbergii Nicolson,97861925-8818-4768-a96f-be118f614cdf,urn:catalog:jbrj:rb:1232174,rb01232174,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"oliveira,c.a.l. de",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,9845a9ae-4116-446a-9197-43ebc5179e56,urn:catalog:jbrj:rb:400623,rb00400623,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,f.m.t.freire,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,99819bd8-97ae-4f38-812a-822c9b1dc643,urn:catalog:inpa:herbarium:105164,193223,asteraceae,emilia,emilia fosbergii nicolson,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,9cb2ded0-961b-4fb0-8f4a-b86b5caaba1b,urn:catalog:jbrj:rb:1190801,rb01190801,asteraceae,emilia,emilia fosbergii nicolson,brasil,pernambuco,-38.7305556,-8.4102778,NA,j.l. costa-lima; l.a. raimundo; a.n. silva,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,9cbaef16-487e-4b4b-875f-f55af3dd00f8,urn:catalog:mo:tropicos:3328490,3328490,asteraceae,emilia,emilia fosbergii nicolson,paraguay,amambay,NA,NA,1989-04-09,ricardo o. vanni,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Emilia fosbergii Nicolson,9e77dc98-513d-46ae-a472-d989befba618,urn:catalog:jbrj:rb:976967,rb00976967,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-44.8,-22.3666667,NA,g.r. souza,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a06f19e7-88a1-49e3-a2e7-992883821d40,urn:catalog:inpa:herbarium:114679,175760,asteraceae,emilia,emilia fosbergii nicolson,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,a1851ce2-9ff9-4425-872b-33275ef87e01,urn:catalog:jbrj:rb:1461962,rb01461962,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,m.r. silva,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a1bbfbe1-7f94-4c21-ab06-d0d6d5170d28,urn:catalog:jbrj:rb:400653,rb00400653,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,rosa maria arantes,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a22ae78b-1f9d-4a42-9ad5-934f6faf14c2,urn:catalog:jbrj:rb:400721,rb00400721,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,sidney moraes de vasconcellos,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a410086e-451a-4397-9410-2648610caeef,urn:catalog:mo:tropicos:101583248,101583248,asteraceae,emilia,emilia fosbergii nicolson,paraguay,central,-57.51666,-25.66666,1991-06-27,elsa m. zardini|r. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1991
Emilia fosbergii Nicolson,a558f5e5-0c4d-40f1-b28d-19190b02b790,urn:catalog:jbrj:rb:1212872,rb01212872,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,l.r. batelochi,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a7971960-35a5-4550-b812-e99884c78bec,urn:catalog:jbrj:rb:1233229,rb01233229,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"oliveira,c.a.l. de",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a85e29e3-5435-4821-b2aa-1ae88c321578,urn:catalog:jbrj:rb:399988,rb00399988,asteraceae,emilia,emilia fosbergii nicolson,brasil,santa catarina,NA,NA,NA,a. bresolin,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a8c519f9-e10f-4c94-9dc7-2ba6132e648e,urn:catalog:jbrj:rb:1056906,rb01056906,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,p. orlandini; et al,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,a982b5de-4264-478b-b42b-c2b9f5f7d96c,urn:catalog:jbrj:rb:400749,rb00400749,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,i.f.m.válio,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,ab9e347b-c2cb-4a15-9d6a-94a1aea23fe4,urn:catalog:mo:tropicos:101793798,101793798,asteraceae,emilia,emilia fosbergii nicolson,paraguay,canindeyú,-55.52805,-24.13361,1998-10-30,elsa m. zardini|isabelino chaparro,5386d272-06c6-4027-b5d5-d588c2afe5e5,1998
Emilia fosbergii Nicolson,abb19e48-c180-405a-b6cf-42ba3874b4af,urn:catalog:jbrj:rb:400025,rb00400025,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,d. fernandes; a. lobão & babintom,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,ae8862a2-7bd0-417f-bffe-45a907740b42,urn:catalog:inpa:herbarium:105247,193972,asteraceae,emilia,emilia fosbergii nicolson,brasil,amazonas,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,b0448e86-046e-4ab0-9754-d50cca9efbfa,urn:catalog:jbrj:rb:399977,rb00399977,asteraceae,emilia,emilia fosbergii nicolson,brasil,distrito federal,NA,NA,NA,a.allem,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b198ebf4-f60b-4ee4-b99d-a735492df722,urn:catalog:jbrj:rb:399927,rb00399927,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,clarisse alves,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b199606f-6267-478a-a537-c94db8acf263,urn:catalog:jbrj:rb:400572,rb00400572,asteraceae,emilia,emilia fosbergii nicolson,brasil,espírito santo,NA,NA,NA,josino do nascimento,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b1fffb1e-d821-404a-b1c3-eae5d20c9ab9,urn:catalog:jbrj:rb:399922,rb00399922,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,g. martinelli; d. sucre,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b33ef7ff-54e7-4e25-a468-67ab9c700396,urn:catalog:jbrj:rb:400739,rb00400739,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,h.s.irwin; r.m.harley e e.onishi,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b36131b1-0416-4cae-a13d-7bad965f2c1d,urn:catalog:jbrj:rb:1233226,rb01233226,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"carauta,c.a.r",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b4aedf66-6ff7-4c15-a1ce-7ac6373ce56f,urn:catalog:mo:tropicos:3322522,3322522,asteraceae,emilia,emilia fosbergii nicolson,paraguay,canindeyú,NA,NA,1982-02-02,f. javier fernández casas|j. molero,5386d272-06c6-4027-b5d5-d588c2afe5e5,1982
Emilia fosbergii Nicolson,b573c0f9-4e40-47f4-96c9-d2d0c67535c9,urn:catalog:jbrj:rb:400011,rb00400011,asteraceae,emilia,emilia fosbergii nicolson,brasil,bahia,NA,NA,NA,l.a.mattos silva ; et al,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,b98e238b-74e3-4d6a-95cf-0b314a6e80e7,urn:catalog:mo:tropicos:569013,569013,asteraceae,emilia,emilia fosbergii nicolson,paraguay,paraguarí,-56.78333,-26.08333,1989-11-11,elsa m. zardini|u. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Emilia fosbergii Nicolson,ba39151c-4ccf-4fa4-9054-82107df2b183,urn:catalog:mo:tropicos:593834,593834,asteraceae,emilia,emilia fosbergii nicolson,paraguay,guairá,-56.33333,-25.8,1989-10-16,elsa m. zardini|u. velázquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Emilia fosbergii Nicolson,bb86d6f8-eb0d-4440-b7f9-71ff0e57a157,urn:catalog:jbrj:rb:400668,rb00400668,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,l.c.giordano ; et al,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,bc2fae25-68ec-401f-9fce-76a697e41204,urn:catalog:mo:tropicos:3322864,3322864,asteraceae,emilia,emilia fosbergii nicolson,paraguay,amambay,NA,NA,1983-04-09,j.e. simonis|l.f. pérez|william j. hahn|reinilda duré,5386d272-06c6-4027-b5d5-d588c2afe5e5,1983
Emilia fosbergii Nicolson,bf2c3f6a-f9bd-4811-a29d-ceeef00ce09e,urn:catalog:jbrj:rb:761256,rb00761256,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-41.98188,-22.56861,NA,a.j. castelo; c. brenlla,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,bf4c7fad-7e16-46cf-acf1-9792939bc26c,https://data.biodiversitydata.nl/naturalis/specimen/u.1118518,u.1118518,asteraceae,emilia,emilia fosbergii nicolson,paraguay,amambay,NA,NA,NA,simonis je; pérez de molas lf; hahn wj; duré r,fabcdc12-9d29-4bd2-912b-176e71818144,NA
Emilia fosbergii Nicolson,bfa693cb-afd4-4171-80c0-dabd48df3031,urn:catalog:jbrj:rb:400745,rb00400745,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,rosangela vieira carvalho,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c08e2e54-6a01-43db-a813-fca0ebb65ee8,urn:catalog:jbrj:rb:1233221,rb01233221,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"pineschi,r.b.et alii",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c0a0665b-b204-46ff-9c44-aec8c9107963,urn:catalog:jbrj:rb:400663,rb00400663,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,o.roppa,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c277271c-ab77-46f6-9db1-e8a10f518aae,urn:catalog:mo:tropicos:3323211,3323211,asteraceae,emilia,emilia fosbergii nicolson,paraguay,alto paraná,NA,NA,1987-07-09,nélida soria,5386d272-06c6-4027-b5d5-d588c2afe5e5,1987
Emilia fosbergii Nicolson,c27efc65-fd27-4e16-9339-206549cc99cc,urn:catalog:mo:tropicos:569373,569373,asteraceae,emilia,emilia fosbergii nicolson,paraguay,guairá,-56.26666,-25.8,1992-07-10,elsa m. zardini|tulio tillería,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Emilia fosbergii Nicolson,c2fd7258-d109-4b0c-8aa0-a4522d9f3d11,urn:catalog:jbrj:rb:1437122,rb01437122,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,d.a. rodrigues; l.c. bernacci; e.g. fabri,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c3075403-9c29-437a-b36e-210e8fa7ecd5,urn:catalog:jbrj:rb:400670,rb00400670,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,f.m.r.magalhães,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c3f2401e-b726-49a5-a178-423481d04e66,urn:catalog:jbrj:rb:400556,rb00400556,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,j.mattos,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,c5f06f8f-4dff-4a62-b3b6-26c1642694ce,urn:catalog:jbrj:rb:801628,rb00801628,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-42.0316667,-22.9025,NA,r.s. fernandes,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,ca40ab72-0c90-4eb2-9abc-32364cc1f88f,urn:catalog:jbrj:rb:777877,rb00777877,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,-41.8802778,-22.7516667,NA,m. furtado,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,cb35b446-af6e-4c32-960e-84e17addb0a1,urn:catalog:jbrj:rb:1232167,rb01232167,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"vianna,m.c.",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,cb76472b-41b5-451a-af33-5eb62581a963,urn:catalog:jbrj:rb:400052,rb00400052,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,l.c.giordano ; et al,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,cc0837e5-2859-4148-b601-08da2d205178,urn:catalog:mo:tropicos:3327962,3327962,asteraceae,emilia,emilia fosbergii nicolson,argentina,misiones,NA,NA,1997-04-09,osvaldo morrone|norma b. deginani|maría e. múlgura,5386d272-06c6-4027-b5d5-d588c2afe5e5,1997
Emilia fosbergii Nicolson,cc08f648-e54c-48ef-8f2c-b11a330d7022,urn:catalog:jbrj:rb:1434708,rb01434708,asteraceae,emilia,emilia fosbergii nicolson,brasil,pernambuco,-36.9963889,-8.4686111,NA,m.r.l. constantino; p.r.a de souza e l.p.b santos,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,cd146d7f-2007-4899-aa63-30c898fdf71c,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02537968,p02537968,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,"pedersen, t.m.",616857b7-f952-44ef-9b6f-576dc1e65b51,NA
Emilia fosbergii Nicolson,d1daa90d-4eb6-4515-8503-a4d7917603ff,urn:catalog:mo:tropicos:883365,883365,asteraceae,emilia,emilia fosbergii nicolson,paraguay,amambay,NA,NA,1989-11-11,fátima mereles,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Emilia fosbergii Nicolson,d4ebc42f-3db8-44e3-a072-d7f8e4fb4636,urn:catalog:jbrj:rb:1437027,rb01437027,asteraceae,emilia,emilia fosbergii nicolson,brasil,pernambuco,-37.0308334,-8.2986111,NA,"m.r.l. constantino; a.p. fontana, j.r. silva",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,d51d21c3-b106-4d15-aa88-9ebda1766e7f,urn:catalog:jbrj:rb:1232166,rb01232166,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"pineschi,r.b.et alii",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,d54a0ba1-917e-454b-ad2d-33e9eeca0372,urn:catalog:jbrj:rb:1348712,rb01348712,asteraceae,emilia,emilia fosbergii nicolson,brasil,minas gerais,NA,NA,NA,c.a.s. silva,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,d89d7f30-067b-4315-856b-910029ae06e0,urn:catalog:inpa:herbarium:230876,248685,asteraceae,emilia,emilia fosbergii nicolson,brasil,são paulo,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,da14d655-25a6-4da2-8c5c-a69379af2947,urn:catalog:jbrj:rb:399948,rb00399948,asteraceae,emilia,emilia fosbergii nicolson,brasil,distrito federal,NA,NA,NA,"oldenburger,f.h.f.; v.v. macenas",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,da7c637b-aa8c-43b0-a809-14d6432c2741,urn:catalog:mo:tropicos:3323650,3323650,asteraceae,emilia,emilia fosbergii nicolson,paraguay,canindeyú,NA,NA,1982-04-09,f. javier fernández casas|william j. hahn|aurelio schinini,5386d272-06c6-4027-b5d5-d588c2afe5e5,1982
Emilia fosbergii Nicolson,dcb1ec54-cca4-4101-8c05-d6511719abe5,urn:catalog:mo:tropicos:3327956,3327956,asteraceae,emilia,emilia fosbergii nicolson,paraguay,NA,NA,NA,1981-04-09,nélida soria,5386d272-06c6-4027-b5d5-d588c2afe5e5,1981
Emilia fosbergii Nicolson,de5fb9e3-09bf-4c73-8d70-13168e7baec6,urn:catalog:jbrj:rb:1232170,rb01232170,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,"carauta,c.a.r",953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,e04f8845-faa0-4756-82d0-8d461ac67ba0,urn:catalog:mo:tropicos:567010,567010,asteraceae,emilia,emilia fosbergii nicolson,paraguay,guairá,-56.36666,-25.71666,1992-07-06,elsa m. zardini|p. aquino,5386d272-06c6-4027-b5d5-d588c2afe5e5,1992
Emilia fosbergii Nicolson,e1175c70-d8cb-400f-85c4-c251096f61f0,urn:catalog:jbrj:rb:400563,rb00400563,asteraceae,emilia,emilia fosbergii nicolson,brasil,distrito federal,NA,NA,NA,d.sucre,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
Emilia fosbergii Nicolson,e1da68e3-38f7-4860-852f-8eff014af41a,urn:catalog:mo:tropicos:573543,573543,asteraceae,emilia,emilia fosbergii nicolson,paraguay,guairá,-56.33333,-25.8,1989-09-27,elsa m. zardini|ramón velásquez,5386d272-06c6-4027-b5d5-d588c2afe5e5,1989
Emilia fosbergii Nicolson,e26f5763-052d-453f-af7c-c787b116b846,urn:catalog:inpa:herbarium:216090,233402,asteraceae,emilia,emilia fosbergii nicolson,brasil,goiás,NA,NA,NA,mike hopkins,97e4947d-fce9-4019-9f86-c0d94c820269,NA
Emilia fosbergii Nicolson,e629df6d-c731-4f0c-a056-c645eca40a72,urn:catalog:jbrj:rb:399996,rb00399996,asteraceae,emilia,emilia fosbergii nicolson,brasil,rio de janeiro,NA,NA,NA,d. sucre; j.f. da silva,953b0329-c3e4-4816-a038-7afbd2bb2547,NA
