search_name,.,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,locality,decimalLongitude,decimalLatitude,barcode,identifiedBy,yearIdentified,fieldNumber,stateProvince,county,minimumElevationInMeters,individualCount,maximumElevationInMeters,phylum,typeStatus,preparationType,occurrenceRemarks,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,datecollected
Abies pinsapo,,1,2022-10-25 16:39:00-03,NBC,NL-BOTANY,U.1045491,PreservedSpecimen,Plantae,Pinopsida,Pinales,Pinaceae,Abies,pinsapo,Abies pinsapo,Boiss.,Solomon JC; Zeballos R,"Solomon, JC; Zeballos, R 15463",1986,08,04,Southern America,Bolivia,Dpto. La Paz: prov. Murillo. La Paz.,-68.133333,-16.516667,NL-U1045491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-08-04
Abies pinsapo,,2,2014-10-06 16:49:00-03,MO,MO,700209,PreservedSpecimen,Plantae,NA,NA,Pinaceae,Abies,pinsapo,Abies pinsapo,Boiss.,James C. Solomon|R. Zeballos,Solomon 15463,1986,8,4,South America,Bolivia,La Paz. ORNAMENTAL PLANTS.,-68.1333333,-16.5166667,NA,J. C. Solomon,1986,86-41,La Paz,Murillo,3600.00000000,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-08-04
Abutilon peruvianum,,1,2020-05-27 04:37:00-03,MO,MO,2957842,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Alfredo F. Fuentes|Moises Mendoza|M.C. López|Remy Roque,Fuentes Claros 10071,2006,4,17,South America,Bolivia,"ANMI Apolobamba, Piara hacia Pelechuco. Plantas sin alcoholizar.",-69.0144444,-14.7966666,NA,P. Fryxell (RSA),2008,06-18,La Paz,Franz Tamayo,2700.00000000,1,2900.00000000,NA,NA,NA,NA,NA,NA,NA,NA,2006-04-17
Abutilon peruvianum,,2,2015-04-15 14:16:00-03,MO,MO,100308041,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Ashley Glenn|Rainer W. Bussmann|Carlos Vega Ocaña|G. Chait|F. Díaz Vega,Glenn 600,2010,7,12,South America,Peru,"Dist. Uchumarca, Chibul.",-77.8747333,-6.9733,NA,RBU,2015,25,La Libertad,Bolivar,2450.00000000,6,2500.00000000,NA,NA,NA,NA,NA,NA,NA,NA,2010-07-12
Abutilon peruvianum,,3,2008-05-27 22:02:00-03,MO,MO,1092533,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Paul F. Foster|Antony Jardim|F. Moza|C. Sims|R. Roca,Foster 767,1996,8,19,South America,Bolivia,Catarata El Encanto. Parque Nacional Noel Kempff Mercardo. Bosque alto de tierra firme por la senda de Las Cabinas a El Encanto.,-60.71194,-14.66055,NA,P. Fryxell (TEX),1997,NA,Santa Cruz,Velasco,300.00000000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-08-19
Abutilon peruvianum,,4,2008-05-27 22:02:00-03,MO,MO,1536013,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Michael H. Nee,Nee 49694,1998,6,7,South America,Bolivia,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour",-63.78333,-18.11666,NA,"P. Fryxell, 1999/Krapovickas",2000,NA,Santa Cruz,NA,1900.00000000,NA,2000.00000000,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-07
Abutilon peruvianum,,5,2018-05-31 08:45:00-03,MO,MO,184624,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Israel G. Vargas C.|et al.,Vargas Caballero 1324,1992,5,12,South America,Bolivia,"Parque Nacional Amboró. San Juan del Potrero, Naranjos. Bosques nublados con Myrtaceae y Podocarpaceae en el estrato arbóreo entre las herbáceas de sotobosque se encuentra una especie de Croton y muchas epífitas. Disturbado por ganadería y algunos chacos, y barbechos aislados.",-64.4333333,-17.8833333,NA,M. Nee (MO),2018,134,Santa Cruz,Manuel Maria Caballero,2150.00000000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-05-12
Abutilon peruvianum,,6,2008-05-27 22:02:00-03,MO,MO,185286,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Percy Núñez V.|C. Paycarmayta,Núñez Vargas 13137,1991,3,8,South America,Peru,"Marcapata; 176 km from Cusco on road to Maldonado, Marcapata remmant forest to Cocha.",-70.9,-13.41666,NA,P. Fryxell (TEX),1999,68,Cusco,Quispicanchis,3150.00000000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-03-08
Abutilon peruvianum,,7,2014-12-16 12:51:00-02,MO,MO,185508,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Percy Núñez V.,Núñez Vargas 7340,1987,3,6,South America,Peru,"Pomatales, ± 52 km de Cusco desde Pomatales, por Rapcca y Pachar en el camino ferroviario de Cusco a Quillabamba. Subpiso del mesoandino o quebradas bajas en el cañón de Huayocondo.",-72.2333333,-13.3166667,NA,P. Fryxell,1990,87-1,Cusco,Urubamba,2800.00000000,3,2950.00000000,NA,NA,NA,NA,NA,NA,NA,NA,1987-03-06
Abutilon peruvianum,,8,2008-05-27 22:02:00-03,MO,MO,187019,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Timothy J. Killeen|Israel G. Vargas C.,Killeen 4143,1992,6,7,South America,Bolivia,"25 km al norte de San Juan de Potrero hacia Cerro Bravo. Bosque de Neblino con Podocarpus, Prumnopytis, Cedrilla y helechos arboreos. Muestras preservadas en alcohol.",-64.25,-17.8,NA,P. Fryxell (TEX),1994,48,Santa Cruz,Manuel Maria Caballero,2000.00000000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992-06-07
Abutilon peruvianum,,9,2008-05-27 22:02:00-03,MO,MO,187548,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,David N. Smith|G. Quintana|Valentín García,Smith 13379,1989,5,25,South America,Bolivia,"50 km al norte de Mataral (en la carretera Santa Cruz-Comarapa) pasando por San Juan del Potrero y bajando a la cuenca del alto Río Ichilo. Bosque pluvial montano, estado primario, en fondo del valle. Especimenes preservados en alcohol.",-64.26666,-17.88333,NA,P. Fryxell 1992 (Z),NA,40,Santa Cruz,Manuel Maria Caballero,2000.00000000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-05-25
Abutilon peruvianum,,10,2013-10-16 05:39:00-03,MO,MO,187815,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Camilo Díaz S.|Hamilton Beltrán,Díaz Santibáñez 3369,1989,3,21,South America,Peru,"Entre Kms 15 y 25, carretera entre Canchaque y Huancabamba.",-79.58333,-5.5,NA,P. Fryxell,1991,16,Piura,Huancabamba,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989-03-21
Abutilon peruvianum,,11,2019-01-25 04:35:00-02,MO,MO,1925502,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Luis Valenzuela G.|Efraín Suclli|Isau Huamantupa|F. Carazas,Valenzuela Gamarra 69,2002,6,6,South America,Peru,"Dist. Vilcabamba, Oyara, Quebrada, Bosque Primario",-72.85083,-13.05138,NA,P. Fryxell (TEX),2004,NA,Cusco,NA,1980.00000000,6,2320.00000000,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-06
Abutilon peruvianum,,12,2019-01-25 04:35:00-02,MO,MO,1926067,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Luis Valenzuela G.|Washington L. Galiano|F. Carazas,Valenzuela Gamarra 254,2002,8,9,South America,Peru,"Dist. Ollantaytambo, Pomatales, Bosque Seco intervenido",-72.21888,-13.26666,NA,P. Fryxell (TEX),2004,NA,Cusco,Urubamba,1800.00000000,6,2300.00000000,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-09
Abutilon peruvianum,,13,2019-01-25 04:35:00-02,MO,MO,1926161,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Luis Valenzuela G.|Efraín Suclli|Isau Huamantupa|Jim Farfán|F. Carazas,Valenzuela Gamarra 281,2002,8,16,South America,Peru,"Dist. Abancay, Ñacchero, Bosque Secundario, junto a los cultivos",-72.9,-13.6,NA,P. Fryxell (TEX),2004,NA,Apurimac,Abancay,1800.00000000,5,2300.00000000,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-16
Abutilon peruvianum,,14,2008-10-08 12:01:00-03,MO,MO,1952751,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Saúl Altamirano|et al.,Altamirano Azurduy 834,2003,6,13,South America,Bolivia,"Ladera en exposición noreste con 40 de pendiente. Mesobosque montano húmedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epífitas. Suelos poco profundos, pizarras y areniscas, se nota algunos afloramientos de rocas calizas.",-65.6122222,-17.1388889,NA,P. Fryxell (RSA),2008,NA,Cochabamba,Tiraque,2180.00000000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-06-13
Abutilon peruvianum,,15,2011-02-19 16:38:00-02,MO,MO,2205115,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Isau Huamantupa|E. Acurio|José Rolando Ayerbe,Huamantupa Chuquimaco 3628,2003,7,18,South America,Peru,"Dist. Ollantaytambo, Pachar, Bosque Seco espinoso",-72.21666,-13.26666,NA,P. Fryxell (TEX),2006,NA,Cusco,Urubamba,2870.00000000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-07-18
Abutilon peruvianum,,16,2019-01-25 04:35:00-02,MO,MO,2205545,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Luis Valenzuela G.,Valenzuela Gamarra 1732,2003,4,12,South America,Peru,"Dist. Machu Picchu, Bosque húmedo Primario",-72.55,-13.21666,NA,P. Fryxell (TEX),2006,NA,Cusco,Urubamba,2800.00000000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-04-12
Abutilon peruvianum,,17,2013-06-02 05:38:00-03,MO,MO,2209396,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Gloria Calatayud|Isau Huamantupa|Efraín Suclli|E. Acurio,Calatayud Hermosa 1437,2003,6,14,South America,Peru,"Dist. Santa Ana, Poromate, Bosque Primario Intervenido",-72.78333,-12.91666,NA,P. Fryxell (TEX),2006,NA,Cusco,NA,2118.00000000,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-06-14
Abutilon peruvianum,,18,2020-07-15 07:00:00-03,MO,MO,2698079,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove,Araujo Murakami 1961,2005,6,17,South America,Bolivia,"Parque Nacional Madidi, Azariamas, Resina.",-68.5597222,-14.3297223,NA,P. Fryxell (RSA),2008,05-07,La Paz,Franz Tamayo,700.00000000,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-06-17
Abutilon peruvianum,,19,2020-07-16 06:24:00-03,MO,MO,2840371,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove,Araujo Murakami 2193,2005,10,8,South America,Bolivia,"Parque Nacional Madidi, Tuichi, Río San Juan, Buenahora.",-68.6519444,-14.1997222,NA,P. Fryxell (RSA),2008,05-10,La Paz,Franz Tamayo,940.00000000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-10-08
Abutilon peruvianum,,20,2008-05-27 22:02:00-03,MO,MO,3039414,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Michael O. Dillon,Dillon 4571,1986,4,15,South America,Peru,"Ca. 12 km from Contumazá, ca. 12 km from Contumazá on route to Cascas.",-78.81666,-7.43333,NA,P. Fryxell,1993,NA,Cajamarca,Contumazá,2590.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986-04-15
Abutilon peruvianum,,21,2015-09-25 06:24:00-03,MO,MO,3039507,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,René Chávez A.,Chávez Alfaro 3456,1976,5,7,South America,Peru,Camino a Huiñayhuayna. Bosque humedo sub tropical.,-72.5388889,-13.1908333,NA,P. Fryxell,1985,NA,Cusco,Urubamba,2800.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976-05-07
Abutilon peruvianum,,22,2013-06-02 05:38:00-03,MO,MO,3108724,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Efraín Suclli,Suclli Montañés 2301,2005,3,9,South America,Peru,"Dist. Santa Teresa. Choquequiraw, camino a Yanama. Bosque húmedo",-72.5166667,-13.2166667,NA,P. Fryxell (RSA),2008,NA,Cusco,La Convención,3250.00000000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-03-09
Abutilon peruvianum,,23,2013-08-23 04:12:00-03,MO,MO,3312467,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,J.A. Carrasco,Carrasco 330,2004,5,20,South America,Bolivia,Bosque Seco a las orillas del rio de Aguas Blancas.,-64.2413889,-17.8441666,NA,P. Fryxell (RSA),2008,NA,Santa Cruz,Florida,1608.00000000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-05-20
Abutilon peruvianum,,24,2012-09-15 05:09:00-03,MO,MO,3337978,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Jim Farfán,Farfán 602,2005,8,18,South America,Peru,"Dist. Cusco, Sacsayhuaman. Matorral",-71.98388,-13.505,NA,Paul Fryxell (RSA),2010,NA,Cusco,Cusco,3500.00000000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-08-18
Abutilon peruvianum,,25,2019-01-25 04:35:00-02,MO,MO,3340012,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Luis Valenzuela G.,Valenzuela Gamarra 6229,2006,2,22,South America,Peru,"Dist. Ollantaytambo, Huaytampo, Bosque primario",-72.36555,-13.19666,NA,Paul Fryxell (RSA/TEX),2011,NA,Cusco,Urubamba,3103.00000000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-02-22
Abutilon peruvianum,,26,2008-05-27 22:02:00-03,MO,MO,3367408,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Saúl Altamirano,Altamirano Azurduy 834,2003,6,13,South America,Bolivia,"El Limbo. Ladera en exposicion noreste con 40° de pendiente. Mesobosque montano humedo, dominado por Weimannia bangii.W. microphylla, Hedyosmun angustifolium, H. racemosum, Alchornea pearcei, Alchornea cf latifolia, Didymopanax morototoni, Oreopanax cf trolli y Clethra scabra. El sotobosque dominado por Pteridophytos y Melastomataceae, presencia de muchas epifitas. Suelos poco profundos, pizarras y areniscas, se nota algunos afloramientos de rocas calizas.",-65.61222,-17.13888,NA,NA,NA,NA,Cochabamba,Tiraque,2180.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-06-13
Abutilon peruvianum,,27,2013-11-30 06:11:00-02,MO,MO,3368388,PreservedSpecimen,Plantae,NA,NA,Malvaceae,Abutilon,peruvianum,Abutilon peruvianum,(Lam.) Kearney,Alan Lisperguer,Lisperguer 40,2003,9,22,South America,Bolivia,"Siberia Oeste, Sunchal. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas",-64.70166,-17.84444,NA,NA,NA,NA,Cochabamba,Carrasco,2800.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003-09-22
